method,sample_count,parse_success_rate,avg_latency,avg_confidence,avg_candidates,HR@10,NDCG@10,MRR,coverage@10,head_exposure_ratio@10,longtail_coverage@10,out_of_candidate_rate,samples,coverage,head_exposure_ratio,longtail_coverage,compare_subset_event_count,total_ranking_event_count,pairwise_supported_event_fraction,avg_uncertainty_coverage_rate,uncertainty_coverage,changed_ranking_fraction,avg_position_shift,pairwise_pair_coverage_rate,pairwise_supported_candidate_fraction,pairwise_avg_reliability_weight,family,pairwise_aggregation_variant,prior_weight,loss_weight,score_scale,base_exp_name,rerank_exp_name,pairwise_exp_name,uncertainty_exp_name,evaluation_scope,uncertainty_source
direct_candidate_ranking,499,1.0,3.160028493787801,0.0,6.0,1.0,0.6811423787415926,0.5780561122244489,0.9994597514856834,0.22853324423655194,0.9986130374479889,0.0,499,0.9994597514856834,0.22853324423655194,0.9986130374479889,499.0,500.0,0.998,,,0.0,0.0,,,,direct_candidate_ranking,,,,,electronics_deepseek_rank_full500,electronics_deepseek_rank_full500,electronics_deepseek_pairwise_coverage_full500,electronics_deepseek_pointwise_full3000,pairwise_event_overlap_subset,
pairwise_to_rank_weighted_win_count,499,1.0,3.160028493787801,0.7569284405257182,6.0,1.0,0.792283280810404,0.731128924515698,1.0,0.22845691382765532,1.0,0.0,499,1.0,0.22845691382765532,1.0,499.0,500.0,0.998,0.49899799599198397,0.49899799599198397,0.8937875751503006,0.9662658650634601,0.06666666666666667,0.3333333333333333,0.7569284405257182,pairwise_to_rank,weighted_win_count,0.2,1.0,1.0,electronics_deepseek_rank_full500,electronics_deepseek_pairwise_coverage_full500_to_rank,electronics_deepseek_pairwise_coverage_full500,electronics_deepseek_pointwise_full3000,pairwise_event_overlap_subset,pointwise_calibrated
