num_samples,accuracy,avg_confidence,avg_correctness,brier_score,ece,mce,auroc
3000,0.7383333333333333,0.5506133333333334,0.7383333333333333,0.2978792,0.2618533333333333,0.7514851485148515,0.43319060833057754
