bin_lower,bin_upper,bin_center,count,avg_confidence,accuracy
0.0,0.1,0.05,0,,
0.1,0.2,0.15000000000000002,0,,
0.2,0.30000000000000004,0.25,0,,
0.30000000000000004,0.4,0.35000000000000003,0,,
0.4,0.5,0.45,0,,
0.5,0.6000000000000001,0.55,0,,
0.6000000000000001,0.7000000000000001,0.6500000000000001,1325,0.6943366951124902,0.729811320754717
0.7000000000000001,0.8,0.75,0,,
0.8,0.9,0.8500000000000001,78,0.8588235294117644,0.8333333333333334
0.9,1.0,0.95,97,0.9526258338386902,0.979381443298969
