target_popularity_group,overall_fraction,high_conf_fraction,exposure_shift
head,0.209,0.22696629213483147,0.017966292134831474
mid,0.38033333333333336,0.4157303370786517,0.035397003745318345
tail,0.4106666666666667,0.35730337078651686,-0.05336329588014982
