method,sample_count,parse_success_rate,avg_latency,avg_confidence,avg_candidates,HR@10,NDCG@10,MRR,coverage@10,head_exposure_ratio@10,longtail_coverage@10,out_of_candidate_rate,samples,coverage,head_exposure_ratio,longtail_coverage,compare_subset_event_count,total_ranking_event_count,pairwise_supported_event_fraction,avg_uncertainty_coverage_rate,uncertainty_coverage,changed_ranking_fraction,avg_position_shift,pairwise_pair_coverage_rate,pairwise_supported_candidate_fraction,pairwise_avg_reliability_weight,family,pairwise_aggregation_variant,prior_weight,loss_weight,score_scale,base_exp_name,rerank_exp_name,pairwise_exp_name,uncertainty_exp_name,evaluation_scope,uncertainty_source
direct_candidate_ranking,100,0.99,6.04833355400001,0.735,6.0,0.99,0.6086150603816701,0.4873115942028985,1.0108459869848156,0.18874172185430463,0.9945652173913043,0.01,100,1.0108459869848156,0.18874172185430463,0.9945652173913043,100.0,100.0,1.0,,,0.0,0.0,,,,direct_candidate_ranking,,,,,beauty_deepseek_rank,beauty_deepseek_rank,beauty_deepseek_pairwise_coverage,beauty_deepseek,pairwise_event_overlap_subset,
pairwise_to_rank_weighted_win_count,100,1.0,6.04833355400001,0.62712156863204,6.0,1.0,0.800424228003487,0.7416666666666667,1.0,0.19166666666666668,1.0,0.0,100,1.0,0.19166666666666668,1.0,100.0,100.0,1.0,0.16666666666666663,0.16666666666666663,0.91,0.9499999999999998,0.06666666666666665,0.3333333333333334,0.62712156863204,pairwise_to_rank,weighted_win_count,0.2,1.0,1.0,beauty_deepseek_rank,beauty_deepseek_pairwise_coverage_to_rank,beauty_deepseek_pairwise_coverage,beauty_deepseek,pairwise_event_overlap_subset,pointwise_calibrated
