backbone_score_AUROC,calibrated_relevance_AUROC,evidence_risk_AUROC_for_error_or_misrank,backbone_risk_spearman,fallback_rate,fallback_rate_positive,fallback_rate_negative,best_method,best_relative_NDCG_vs_backbone,best_relative_MRR_vs_backbone,best_lambda,best_alpha,best_beta,best_normalization,backbone_NDCG@10,backbone_MRR,backbone_HR@1,backbone_HR@3,best_NDCG@10,best_MRR,best_HR@1,best_HR@3,B_NDCG@10,B_MRR,C_NDCG@10,C_MRR,D_NDCG@10,D_MRR,candidate_pool_size_mean,hr10_trivial_flag
0.5623616,0.6173552,0.4640236,0.00042267791269299425,0.41,0.852,0.3216,D_SASRec_plus_calibrated_relevance_plus_evidence_risk,0.13529313699695922,0.24518046709129512,0.1,0.5,0.5,minmax,0.5410998211943354,0.3925,0.108,0.586,0.6143069134322108,0.48873333333333335,0.23,0.662,0.6108088872399267,0.4837666666666667,0.5516807720442785,0.40653333333333336,0.6143069134322108,0.48873333333333335,6.0,True
