family,setting,lambda_penalty,base_score,uncertainty,normalization,HR@10,NDCG@10,MRR@10,head_exposure_ratio@10,tail_exposure_ratio@10,long_tail_coverage@10,rank_change_rate,rerank_is_noop,diagnosis
monotonic_original,monotonic,0.0,minimal_repaired_confidence,minimal_evidence_uncertainty,none,1.0,0.4993333253332959,0.3428228845495033,0.2144570058239123,0.3705035971223021,1.0,0.0,True,"No-op: uncertainty is 1 - repaired_confidence, so final_score is a monotonic affine transform of repaired_confidence for non-negative lambda."
decoupled,A,0.1,raw_confidence,1_minus_repaired_confidence,minmax,1.0,0.5857450115841812,0.4538711887632751,0.2144570058239123,0.3705035971223021,1.0,0.2416923603973963,False,Decoupled base score and uncertainty; lambda can change within-user order.
decoupled,B,0.2,raw_confidence,evidence_risk,minmax,1.0,0.5944291158608105,0.4648681055155875,0.2144570058239123,0.3705035971223021,1.0,0.3389859540938678,False,Decoupled base score and uncertainty; lambda can change within-user order.
decoupled,C,1.0,repaired_confidence,evidence_risk,minmax,1.0,0.535300832710451,0.389140116478246,0.2144570058239123,0.3705035971223021,1.0,0.5942103460089072,False,Decoupled base score and uncertainty; lambda can change within-user order.
