method,backbone_name,lambda,alpha,beta,normalization,NDCG@10,MRR,HR@1,HR@3,NDCG@3,NDCG@5,HR@10,positive_rank_mean,positive_rank_median,candidate_pool_size_mean,candidate_pool_size_min,candidate_pool_size_max,hr10_trivial_flag,rank_change_rate,top10_order_change_rate,mean_kendall_tau,base_risk_spearman,relative_NDCG_vs_backbone,relative_MRR_vs_backbone
D_Backbone_plus_calibrated_relevance_plus_evidence_risk,bm25,0.05,0.9,0.09999999999999998,minmax,0.6683292936763175,0.5604916666666667,0.3335,0.719,0.5571494218428641,0.6387640971463517,1.0,2.6275,2.0,6.0,6.0,6.0,True,0.43966666666666665,0.7625,0.7004666666666666,0.18027885823474055,0.033741925509715956,0.053720820930597143
D_Backbone_plus_calibrated_relevance_plus_evidence_risk,bm25,0.1,0.9,0.09999999999999998,minmax,0.6655855665875967,0.5568916666666667,0.329,0.712,0.5513339569660783,0.6356641628705229,1.0,2.643,2.0,6.0,6.0,6.0,True,0.43424999999999997,0.767,0.7095333333333332,0.18027885823474055,0.02949805089490502,0.04695284349052185
D_Backbone_plus_calibrated_relevance_plus_evidence_risk,bm25,0.2,0.9,0.09999999999999998,minmax,0.6629885365142356,0.5537083333333334,0.3285,0.701,0.5446019838142924,0.6321766148293918,1.0,2.677,2.0,6.0,6.0,6.0,True,0.44183333333333324,0.778,0.7178666666666665,0.18027885823474055,0.025481080676713206,0.040968196772677615
D_Backbone_plus_calibrated_relevance_plus_evidence_risk,bm25,0.5,0.9,0.09999999999999998,minmax,0.65940067679491,0.5492750000000001,0.3285,0.6855,0.534757107757149,0.628054444329404,1.0,2.7185,2.0,6.0,6.0,6.0,True,0.4794166666666666,0.8245,0.6848666666666665,0.18027885823474055,0.019931539380516918,0.032633557888140645
B_Backbone_plus_calibrated_relevance,bm25,0.0,0.5,0.5,zscore,0.6864244475257799,0.5843166666666666,0.369,0.743,0.5845426862785777,0.6625585659895423,1.0,2.522,2.0,6.0,6.0,6.0,True,0.581,0.8635,0.5620666666666666,0.18027885823474055,0.06173070194033168,0.09851167162776125
B_Backbone_plus_calibrated_relevance,bm25,0.0,0.75,0.25,zscore,0.6768793389837607,0.5716833333333334,0.349,0.73,0.5697447730750067,0.6505200071377671,1.0,2.572,2.0,6.0,6.0,6.0,True,0.4470833333333333,0.7705,0.7015333333333332,0.18027885823474055,0.04696675402305698,0.0747610841297199
B_Backbone_plus_calibrated_relevance,bm25,0.0,0.9,0.09999999999999998,zscore,0.6711345732190689,0.5641416666666667,0.3385,0.722,0.5608875623357211,0.6437066198117514,1.0,2.6065,2.0,6.0,6.0,6.0,True,0.39675,0.7045,0.7365333333333333,0.18027885823474055,0.038081006713481455,0.06058279805733993
C_Backbone_plus_evidence_risk,bm25,0.0,1.0,0.0,zscore,0.6465146446941085,0.5319166666666666,0.2965,0.695,0.5263875623357211,0.6148122050414946,1.0,2.761,2.0,6.0,6.0,6.0,True,0.0,0.0,0.9999999999999999,0.18027885823474055,0.0,0.0
C_Backbone_plus_evidence_risk,bm25,0.05,1.0,0.0,zscore,0.6594687827179839,0.54895,0.32,0.703,0.5418757028285781,0.6291911718138019,1.0,2.686,2.0,6.0,6.0,6.0,True,0.39408333333333334,0.6985,0.7491333333333332,0.18027885823474055,0.020036882582922116,0.032022559924800485
C_Backbone_plus_evidence_risk,bm25,0.1,1.0,0.0,zscore,0.659424958967145,0.5488999999999999,0.32,0.703,0.5418757028285781,0.6291473480629631,1.0,2.687,2.0,6.0,6.0,6.0,True,0.40591666666666665,0.723,0.7425999999999999,0.18027885823474055,0.01996909796087442,0.03192856023813258
