method,backbone_name,lambda,alpha,beta,normalization,HR@1,HR@3,HR@5,HR@10,NDCG@1,NDCG@3,NDCG@5,NDCG@10,MRR,MRR@10,Recall@10,positive_rank_mean,positive_rank_median,candidate_pool_size_mean,candidate_pool_size_min,candidate_pool_size_max,hr10_trivial_flag,rank_change_rate,top10_order_change_rate,mean_kendall_tau,base_risk_spearman,relative_NDCG_vs_backbone,relative_MRR_vs_backbone,relative_HR_vs_backbone
B_Bert4Rec_plus_calibrated_relevance,llmesr_bert4rec,0.0,0.5,0.5,zscore,0.17,0.596,0.884,1.0,0.17,0.4089240912071487,0.5272618523232352,0.5685818860277657,0.4298333333333333,0.4298333333333333,1.0,3.228,3.0,6.0,6.0,6.0,True,0.604,0.846,0.5826666666666668,0.08383576731227602,0.16939778809662187,0.3288334707337179,0.0
B_Bert4Rec_plus_calibrated_relevance,llmesr_bert4rec,0.0,0.75,0.25,zscore,0.094,0.51,0.866,1.0,0.094,0.3263529341642911,0.47310022621259135,0.5208319892850664,0.3675,0.3675,1.0,3.534,3.0,6.0,6.0,6.0,True,0.407,0.724,0.7607999999999999,0.08383576731227602,0.0711909598368346,0.1361294311624072,0.0
B_Bert4Rec_plus_calibrated_relevance,llmesr_bert4rec,0.0,0.9,0.09999999999999998,zscore,0.078,0.5,0.862,1.0,0.078,0.3117817771214336,0.4609378335148188,0.5100944253357258,0.3534666666666667,0.3534666666666667,1.0,3.6,3.5,6.0,6.0,6.0,True,0.31433333333333335,0.592,0.8189333333333332,0.08383576731227602,0.0491070984960748,0.0927452596867272,0.0
C_Bert4Rec_plus_evidence_risk,llmesr_bert4rec,0.0,1.0,0.0,zscore,0.058,0.414,0.832,1.0,0.058,0.2548538845142899,0.426374878126231,0.48621768556037875,0.3234666666666667,0.3234666666666667,1.0,3.856,4.0,6.0,6.0,6.0,True,0.0,0.0,0.9999999999999998,0.08383576731227602,0.0,0.0,0.0
D_Bert4Rec_plus_calibrated_relevance_plus_evidence_risk,llmesr_bert4rec,0.0,0.5,0.5,zscore,0.17,0.596,0.884,1.0,0.17,0.4089240912071487,0.5272618523232352,0.5685818860277657,0.4298333333333333,0.4298333333333333,1.0,3.228,3.0,6.0,6.0,6.0,True,0.604,0.846,0.5826666666666668,0.08383576731227602,0.16939778809662187,0.3288334707337179,0.0
D_Bert4Rec_plus_calibrated_relevance_plus_evidence_risk,llmesr_bert4rec,0.0,0.75,0.25,zscore,0.094,0.51,0.866,1.0,0.094,0.3263529341642911,0.47310022621259135,0.5208319892850664,0.3675,0.3675,1.0,3.534,3.0,6.0,6.0,6.0,True,0.407,0.724,0.7607999999999999,0.08383576731227602,0.0711909598368346,0.1361294311624072,0.0
D_Bert4Rec_plus_calibrated_relevance_plus_evidence_risk,llmesr_bert4rec,0.0,0.9,0.09999999999999998,zscore,0.078,0.5,0.862,1.0,0.078,0.3117817771214336,0.4609378335148188,0.5100944253357258,0.3534666666666667,0.3534666666666667,1.0,3.6,3.5,6.0,6.0,6.0,True,0.31433333333333335,0.592,0.8189333333333332,0.08383576731227602,0.0491070984960748,0.0927452596867272,0.0
C_Bert4Rec_plus_evidence_risk,llmesr_bert4rec,0.05,1.0,0.0,zscore,0.074,0.434,0.846,1.0,0.074,0.27075900845714657,0.4404847702357466,0.495340677050382,0.33520000000000005,0.33520000000000005,1.0,3.774,4.0,6.0,6.0,6.0,True,0.2823333333333334,0.576,0.8442666666666666,0.08383576731227602,0.018763183160416596,0.03627370156636451,0.0
D_Bert4Rec_plus_calibrated_relevance_plus_evidence_risk,llmesr_bert4rec,0.05,0.5,0.5,zscore,0.192,0.574,0.874,1.0,0.192,0.4063054961357195,0.5300743184537198,0.5749564240293306,0.4388,0.4388,1.0,3.24,3.0,6.0,6.0,6.0,True,0.6276666666666667,0.91,0.5314666666666666,0.08383576731227602,0.18250824909151148,0.3565539983511954,0.0
D_Bert4Rec_plus_calibrated_relevance_plus_evidence_risk,llmesr_bert4rec,0.05,0.75,0.25,zscore,0.108,0.5,0.858,1.0,0.108,0.3273054961357195,0.4753523788085549,0.5259337993778941,0.3745,0.3745,1.0,3.53,3.5,6.0,6.0,6.0,True,0.455,0.812,0.6994666666666666,0.08383576731227602,0.08168381158686455,0.15776999175597686,0.0
