domain,field,mean,std,min,max,q05,q25,q50,q75,q95,near_zero_rate,near_one_rate
movies_small,relevance_probability,0.4743766666666666,0.11889411867521267,0.05,0.9500000000000001,0.25,0.45,0.5,0.5,0.65,0.0006666666666666666,0.0003333333333333333
movies_small,positive_evidence,0.30735,0.18201230040851635,0.05,0.9500000000000001,0.1,0.2,0.30000000000000004,0.30000000000000004,0.7000000000000001,0.0006666666666666666,0.001
movies_small,negative_evidence,0.3281833333333334,0.16295663959743673,0.05,0.9500000000000001,0.1,0.30000000000000004,0.30000000000000004,0.5,0.7000000000000001,0.001,0.0006666666666666666
movies_small,abs_evidence_margin,0.13423333333333334,0.19345476358972286,0.0,0.9,0.0,0.0,0.0,0.19999999999999996,0.6000000000000001,0.5686666666666667,0.0
movies_small,ambiguity,0.4682666666666667,0.15920006979339624,0.05,0.8,0.2,0.4,0.4,0.6000000000000001,0.8,0.0006666666666666666,0.0
movies_small,missing_information,0.6705833333333333,0.1983107655227578,0.05,0.9,0.30000000000000004,0.5,0.7000000000000001,0.8,0.9,0.0003333333333333333,0.0
movies_small,evidence_risk,0.6682055555555556,0.16622091047833576,0.06666666666666665,0.9,0.3333333333333333,0.5666666666666668,0.7333333333333334,0.7999999999999999,0.9,0.0,0.0
