domain,backbone,stratum,method_group,method,lambda,alpha,beta,normalization,NDCG@10,MRR,HR@1,HR@3,NDCG@3,NDCG@5,HR@10,candidate_pool_size_mean,hr10_trivial_flag,relative_NDCG_vs_backbone,relative_MRR_vs_backbone,num_users
electronics_small,sasrec,all_users,A,A_SASRec_only,0.0,1.0,0.0,minmax,0.5123949937880927,0.3548333333333334,0.062,0.526,0.3191385126857199,0.4938722200584755,1.0,6.0,True,0.0,0.0,500
electronics_small,sasrec,all_users,B,B_SASRec_plus_calibrated_relevance,0.0,0.5,0.5,minmax,0.6509441589792238,0.5381666666666668,0.318,0.662,0.5154003721928627,0.6281468990043103,1.0,6.0,True,0.27039523584500463,0.5166744950681073,500
electronics_small,sasrec,all_users,C,C_SASRec_plus_evidence_risk,0.5,1.0,0.0,minmax,0.5489257702665835,0.40273333333333333,0.114,0.582,0.3804705788857215,0.5275533390401023,1.0,6.0,True,0.07129417133532445,0.13499295443870343,500
electronics_small,sasrec,all_users,D,D_SASRec_plus_calibrated_relevance_plus_evidence_risk,0.05,0.5,0.5,minmax,0.6552095275909796,0.5438666666666667,0.33,0.676,0.5255199176142907,0.6324122676160662,1.0,6.0,True,0.2787196118897867,0.5327383748238609,500
electronics_small,sasrec,positive_fallback_false,A,A_SASRec_only,0.0,1.0,0.0,minmax,0.5380237991142759,0.39743589743589747,0.23076923076923078,0.34615384615384615,0.29349729821428683,0.4010210348419597,1.0,6.0,True,0.0,0.0,26
electronics_small,sasrec,positive_fallback_false,B,B_SASRec_plus_calibrated_relevance,0.0,0.5,0.5,minmax,0.6113842280616523,0.4878205128205129,0.2692307692307692,0.6538461538461539,0.481681500549455,0.5428828459254942,1.0,6.0,True,0.13635164293502688,0.22741935483870984,26
electronics_small,sasrec,positive_fallback_false,C,C_SASRec_plus_evidence_risk,0.5,1.0,0.0,minmax,0.547123270022293,0.4076923076923077,0.23076923076923078,0.34615384615384615,0.29349729821428683,0.43752105860444007,1.0,6.0,True,0.016912766541177453,0.025806451612903132,26
electronics_small,sasrec,positive_fallback_false,D,D_SASRec_plus_calibrated_relevance_plus_evidence_risk,0.05,0.5,0.5,minmax,0.6255792375396731,0.5070512820512821,0.3076923076923077,0.6538461538461539,0.4958765100274759,0.557077855403515,1.0,6.0,True,0.16273525180398302,0.27580645161290335,26
electronics_small,sasrec,positive_fallback_true,A,A_SASRec_only,0.0,1.0,0.0,minmax,0.5109891943398209,0.3524964838255978,0.052742616033755275,0.5358649789029536,0.3205449928044061,0.49896532304503544,1.0,6.0,True,0.0,0.0,474
electronics_small,sasrec,positive_fallback_true,B,B_SASRec_plus_calibrated_relevance,0.0,0.5,0.5,minmax,0.6531141129957995,0.540928270042194,0.3206751054852321,0.6624472573839663,0.5172499305530497,0.6328238301858488,1.0,6.0,True,0.27813683778499204,0.5345635910224436,474
