num_samples,accuracy,avg_confidence,avg_correctness,brier_score,ece,mce,auroc,HR@10,NDCG@10,MRR@10,num_users,estimator
3,1.0,0.38333333333333336,1.0,0.02416666666666667,0.15000000000000002,0.2,1.0,1.0,1.0,1.0,1,verbalized_raw
3,1.0,1.0,1.0,0.6666666666666666,0.6666666666666667,0.6666666666666667,0.5,1.0,1.0,1.0,1,verbalized_calibrated
