target_popularity_group,num_samples,avg_confidence,median_confidence,avg_accuracy,high_conf_fraction,wrong_high_conf_fraction
head,618,0.7617313915857605,0.7000000000000001,0.8171521035598706,0.470873786407767,0.05016181229773463
mid,1243,0.8027674979887369,0.85,0.8390989541432019,0.6130329847144006,0.05631536604987932
tail,1139,0.795566286215979,0.85,0.8437225636523266,0.5785776997366111,0.0456540825285338
