bin_lower,bin_upper,bin_center,count,avg_confidence,accuracy
0.0,0.1,0.05,0,,
0.1,0.2,0.15000000000000002,0,,
0.2,0.30000000000000004,0.25,0,,
0.30000000000000004,0.4,0.35000000000000003,0,,
0.4,0.5,0.45,0,,
0.5,0.6000000000000001,0.55,0,,
0.6000000000000001,0.7000000000000001,0.6500000000000001,0,,
0.7000000000000001,0.8,0.75,646,0.7507788161993769,0.7244582043343654
0.8,0.9,0.8500000000000001,118,0.8322580645161287,0.8050847457627118
0.9,1.0,0.95,736,0.9305330759554841,0.9252717391304348
