num_samples,overall_accuracy,overall_avg_confidence,correct_avg_confidence,wrong_avg_confidence,high_conf_fraction,high_conf_accuracy,wrong_high_conf_fraction
3000,0.8363333333333334,0.7915800000000001,0.8030091669988044,0.7331771894093686,0.5706666666666667,0.9106308411214953,0.051
