method,sample_count,parse_success_rate,avg_latency,avg_confidence,avg_candidates,HR@10,NDCG@10,MRR,coverage@10,head_exposure_ratio@10,longtail_coverage@10,out_of_candidate_rate,samples,coverage,head_exposure_ratio,longtail_coverage,avg_uncertainty_coverage_rate,uncertainty_coverage,changed_ranking_fraction,avg_position_shift,local_swap_event_fraction,lambda_penalty,lambda,uncertainty_source,rerank_variant,gate_topk,tau,gamma,alpha,beta,delta,coverage_fallback_scale,eta,m_rel,m_unc,swap_a,swap_b
direct_candidate_ranking,100,0.99,6.04833355400001,0.735,6.0,0.99,0.6086150603816701,0.4873115942028985,1.0108459869848156,0.18874172185430463,0.9945652173913043,0.01,100,1.0108459869848156,0.18874172185430463,0.9945652173913043,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,
uncertainty_aware_rank_rerank_nonlinear_structured_risk_rerank,100,0.99,6.04833355400001,0.735,6.0,1.0,0.6121771322527504,0.48883333333333334,1.0,0.19166666666666668,1.0,0.01,100,1.0,0.19166666666666668,1.0,0.16666666666666663,0.16666666666666663,0.01,0.0,0.0,0.5,0.5,pointwise_calibrated,nonlinear_structured_risk_rerank,3.0,0.35,2.0,1.0,0.7,0.5,0.5,0.02,0.05,0.15,1.5,1.0
