method,sample_count,parse_success_rate,avg_latency,avg_confidence,avg_candidates,HR@10,NDCG@10,MRR,coverage@10,head_exposure_ratio@10,longtail_coverage@10,out_of_candidate_rate,samples,coverage,head_exposure_ratio,longtail_coverage,compare_subset_event_count,total_ranking_event_count,pairwise_supported_event_fraction,avg_uncertainty_coverage_rate,uncertainty_coverage,changed_ranking_fraction,avg_position_shift,pairwise_pair_coverage_rate,pairwise_supported_candidate_fraction,pairwise_avg_reliability_weight,family,pairwise_aggregation_variant,prior_weight,loss_weight,score_scale,base_exp_name,rerank_exp_name,pairwise_exp_name,uncertainty_exp_name,evaluation_scope,uncertainty_source
direct_candidate_ranking,493,0.9959432048681541,2.744801862068944,0.0,6.0,1.0,0.7549120846090726,0.6763691683569981,1.0,0.2079107505070994,1.0,0.004056795131845842,493,1.0,0.2079107505070994,1.0,493.0,500.0,0.986,,,0.0,0.0,,,,direct_candidate_ranking,,,,,books_deepseek_rank_full500,books_deepseek_rank_full500,books_deepseek_pairwise_coverage_full500,books_deepseek_pointwise_full3000,pairwise_event_overlap_subset,
pairwise_to_rank_weighted_win_count,493,1.0,2.744801862068944,0.839468583461393,6.0,1.0,0.8446017348191778,0.7988505747126436,1.0,0.2079107505070994,1.0,0.0,493,1.0,0.2079107505070994,1.0,493.0,500.0,0.986,0.4969574036511156,0.4969574036511156,0.9026369168356998,0.9131169709263015,0.06666666666666665,0.3333333333333333,0.839468583461393,pairwise_to_rank,weighted_win_count,0.2,1.0,1.0,books_deepseek_rank_full500,books_deepseek_pairwise_coverage_full500_to_rank,books_deepseek_pairwise_coverage_full500,books_deepseek_pointwise_full3000,pairwise_event_overlap_subset,pointwise_calibrated
