target_popularity_group,num_samples,avg_confidence,median_confidence,avg_accuracy,high_conf_fraction,wrong_high_conf_fraction
head,3,0.8666666666666667,0.9500000000000001,1.0,0.6666666666666666,0.0
mid,3,0.8833333333333333,0.9,1.0,1.0,0.0
tail,3,0.8666666666666667,0.9,1.0,1.0,0.0
