num_samples,accuracy,avg_confidence,avg_correctness,brier_score,ece,mce,auroc
5838,0.6565604659129839,0.7494552929085304,0.6565604659129839,0.26432216512504286,0.21877697841726612,0.8051282051282052,0.6184730581581528
