target_popularity_group,num_samples,avg_confidence,median_confidence,avg_accuracy,high_conf_fraction,wrong_high_conf_fraction
head,686,0.6932944606413994,0.7000000000000001,0.706997084548105,0.4839650145772595,0.10495626822157435
mid,1200,0.7229916666666668,0.8,0.7583333333333333,0.5375,0.08916666666666667
tail,1114,0.7618402154398565,0.85,0.800718132854578,0.604129263913824,0.06912028725314183
