num_samples,overall_accuracy,overall_avg_confidence,correct_avg_confidence,wrong_avg_confidence,high_conf_fraction,high_conf_accuracy,wrong_high_conf_fraction
3000,0.7623333333333333,0.7306266666666668,0.7369829470922608,0.7102384291725107,0.55,0.8448484848484848,0.08533333333333333
