num_samples,accuracy,avg_confidence,avg_correctness,brier_score,ece,mce,auroc
3000,0.7623333333333333,0.7306266666666668,0.7623333333333333,0.23954340000000002,0.18766,0.7613207547169812,0.6106427511803713
